date,ticker
2026-08-10,BLDR
2026-08-10,EFX
2026-08-11,IT
2026-08-11,WDAY
2026-08-11,MRVL
2026-08-11,CVNA
2026-08-11,VRT
2026-08-11,FIX
2026-08-11,APP
2026-08-11,GNRC
2026-08-11,CSGP
2026-08-11,APA
2026-08-12,TER
2026-08-12,DELL
2026-08-12,COHR
2026-08-12,VRT
2026-08-12,AXON
2026-08-12,GNRC
2026-08-12,PODD
2026-08-12,CVNA
2026-08-12,CHTR
2026-08-12,TPL
2026-08-13,SMCI
2026-08-13,DELL
2026-08-13,HPE
2026-08-13,TPL
2026-08-13,BLDR
2026-08-13,ECHO
2026-08-13,HOOD
2026-08-13,LII
2026-08-13,APP
2026-08-13,APTV
2026-08-14,SNDK
2026-08-14,STX
2026-08-14,LITE
2026-08-14,RDDT
2026-08-14,CSGP
2026-08-14,COIN
2026-08-14,HOOD
2026-08-14,MRNA
2026-08-14,CHTR
2026-08-14,TTD
2026-08-17,WDAY
2026-08-17,STX
2026-08-17,LITE
2026-08-17,VRT
2026-08-17,CVNA
2026-08-17,CSGP
2026-08-17,MRNA
2026-08-17,FIX
2026-08-17,TTD
2026-08-17,NRG
2026-08-18,SNDK
2026-08-18,COHR
2026-08-18,LITE
2026-08-18,FIX
2026-08-18,CVNA
2026-08-18,VRT
2026-08-18,PWR
2026-08-18,CHTR
2026-08-18,MRNA
2026-08-18,RDDT
2026-08-19,SNDK
2026-08-19,LITE
2026-08-19,CIEN
2026-08-19,CVNA
2026-08-19,BLDR
2026-08-19,MRNA
2026-08-19,RDDT
2026-08-19,HOOD
2026-08-19,FIX
2026-08-19,MOS
2026-08-20,MRNA
2026-08-20,COHR
2026-08-20,COIN
2026-08-20,CRWD
2026-08-20,INTC
2026-08-20,STLD
2026-08-20,VRT
2026-08-20,RDDT
2026-08-20,CVNA
2026-08-20,HOOD
2026-08-21,MRNA
2026-08-21,LITE
2026-08-21,STX
2026-08-21,FLEX
2026-08-21,HOOD
2026-08-21,VRT
2026-08-21,AXON
2026-08-21,STLD
2026-08-21,MOS
2026-08-21,NRG
2026-08-24,MRNA
2026-08-24,LITE
2026-08-24,MRVL
2026-08-24,COHR
2026-08-24,HOOD
2026-08-24,COIN
2026-08-24,VRT
2026-08-24,TPL
2026-08-24,RDDT
2026-08-24,FIX
2026-08-25,MRNA
2026-08-25,CIEN
2026-08-25,SMCI
2026-08-25,STX
2026-08-25,COIN
2026-08-25,FIX
2026-08-25,PWR
2026-08-25,VRT
2026-08-25,MOS
2026-08-25,ALB
2026-08-26,MRNA
2026-08-26,COIN
2026-08-26,SNDK
2026-08-26,HOOD
2026-08-26,SMCI
2026-08-26,DDOG
2026-08-26,PWR
2026-08-26,MOS
2026-08-26,RDDT
2026-08-26,NEM
2026-08-27,MRNA
2026-08-27,LITE
2026-08-27,SNDK
2026-08-27,MRVL
2026-08-27,HOOD
2026-08-27,FIX
2026-08-27,COIN
2026-08-27,VRT
2026-08-27,GEV
2026-08-28,MRNA
2026-08-28,COIN
2026-08-28,SNDK
2026-08-28,MRVL
2026-08-28,MU
2026-08-28,HOOD
2026-08-28,TPR
2026-08-28,RDDT
2026-08-28,VEEV
2026-08-28,CSGP
2026-08-31,MRNA
2026-08-31,CRWD
2026-08-31,WDAY
2026-08-31,NOW
2026-08-31,GEV
2026-08-31,AXON
2026-08-31,HOOD
2026-08-31,PCG
2026-08-31,TPL
2026-08-31,CHTR
2026-09-01,COIN
2026-09-01,SNDK
2026-09-01,MRVL
2026-09-01,SMCI
2026-09-01,RDDT
2026-09-01,VEEV
2026-09-01,AXON
2026-09-01,FIX
2026-09-01,ALB
2026-09-01,CHTR
2026-09-02,MRNA
2026-09-02,MRVL
2026-09-02,EIX
2026-09-02,PCG
2026-09-02,COIN
2026-09-02,DELL
2026-09-02,PANW
2026-09-02,NCLH
2026-09-02,AXON
2026-09-02,ALB
2026-09-03,CRWD
2026-09-03,MRNA
2026-09-03,NOW
2026-09-03,DDOG
2026-09-03,HOOD
2026-09-03,COIN
2026-09-03,AXON
2026-09-03,MOS
2026-09-03,TTD
2026-09-03,CHTR
2026-09-04,MRNA
2026-09-04,HOOD
2026-09-04,COIN
2026-09-04,LITE
2026-09-04,NOW
2026-09-04,MOS
2026-09-04,LRCX
2026-09-04,AXON
2026-09-04,PCG
2026-09-04,VRT
